query_id,place_id,condition,seed,correct_rank
0002_query_0000009197,kitti360:0002_p2,isotropic,1236,985
0002_query_0000009197,kitti360:0002_p2,transfer_3,1236,807
0002_query_0000012928,kitti360:0002_p3,isotropic,1234,52
0002_query_0000012928,kitti360:0002_p3,transfer_3,1234,311
0002_query_0000012928,kitti360:0002_p3,isotropic,1235,58
0002_query_0000012928,kitti360:0002_p3,transfer_3,1235,304
0002_query_0000012928,kitti360:0002_p3,isotropic,1236,36
0002_query_0000012928,kitti360:0002_p3,transfer_3,1236,330
0002_query_0000012940,kitti360:0002_p3,isotropic,1234,29
0002_query_0000012940,kitti360:0002_p3,transfer_3,1234,321
0002_query_0000012940,kitti360:0002_p3,isotropic,1235,23
0002_query_0000012940,kitti360:0002_p3,transfer_3,1235,270
0002_query_0000012940,kitti360:0002_p3,isotropic,1236,34
0002_query_0000012940,kitti360:0002_p3,transfer_3,1236,258
0002_query_0000012990,kitti360:0002_p3,isotropic,1234,70
0002_query_0000012990,kitti360:0002_p3,transfer_3,1234,226
0002_query_0000012990,kitti360:0002_p3,isotropic,1235,57
0002_query_0000012990,kitti360:0002_p3,transfer_3,1235,348
0002_query_0000012990,kitti360:0002_p3,isotropic,1236,41
0002_query_0000012990,kitti360:0002_p3,transfer_3,1236,350
0002_query_0000013518,kitti360:0002_p3,isotropic,1234,15
0002_query_0000013518,kitti360:0002_p3,transfer_3,1234,544
0002_query_0000013518,kitti360:0002_p3,isotropic,1235,8
0002_query_0000013518,kitti360:0002_p3,transfer_3,1235,541
0002_query_0000013518,kitti360:0002_p3,isotropic,1236,13
0002_query_0000013518,kitti360:0002_p3,transfer_3,1236,426
0002_query_0000013527,kitti360:0002_p3,isotropic,1234,74
0002_query_0000013527,kitti360:0002_p3,transfer_3,1234,50
0002_query_0000013527,kitti360:0002_p3,isotropic,1235,64
0002_query_0000013527,kitti360:0002_p3,transfer_3,1235,86
0002_query_0000013527,kitti360:0002_p3,isotropic,1236,91
0002_query_0000013527,kitti360:0002_p3,transfer_3,1236,47
0002_query_0000013538,kitti360:0002_p3,isotropic,1234,1
0002_query_0000013538,kitti360:0002_p3,transfer_3,1234,76
0002_query_0000013538,kitti360:0002_p3,isotropic,1235,3
0002_query_0000013538,kitti360:0002_p3,transfer_3,1235,85
0002_query_0000013538,kitti360:0002_p3,isotropic,1236,1
0002_query_0000013538,kitti360:0002_p3,transfer_3,1236,101
0002_query_0000013554,kitti360:0002_p3,isotropic,1234,10
0002_query_0000013554,kitti360:0002_p3,transfer_3,1234,65
0002_query_0000013554,kitti360:0002_p3,isotropic,1235,15
0002_query_0000013554,kitti360:0002_p3,transfer_3,1235,60
0002_query_0000013554,kitti360:0002_p3,isotropic,1236,14
0002_query_0000013554,kitti360:0002_p3,transfer_3,1236,97
0002_query_0000013568,kitti360:0002_p3,isotropic,1234,2
0002_query_0000013568,kitti360:0002_p3,transfer_3,1234,8
0002_query_0000013568,kitti360:0002_p3,isotropic,1235,3
0002_query_0000013568,kitti360:0002_p3,transfer_3,1235,10
0002_query_0000013568,kitti360:0002_p3,isotropic,1236,3
0002_query_0000013568,kitti360:0002_p3,transfer_3,1236,7
0002_query_0000013578,kitti360:0002_p3,isotropic,1234,17
0002_query_0000013578,kitti360:0002_p3,transfer_3,1234,3
0002_query_0000013578,kitti360:0002_p3,isotropic,1235,29
0002_query_0000013578,kitti360:0002_p3,transfer_3,1235,5
0002_query_0000013578,kitti360:0002_p3,isotropic,1236,24
0002_query_0000013578,kitti360:0002_p3,transfer_3,1236,20
0002_query_0000013586,kitti360:0002_p3,isotropic,1234,11
0002_query_0000013586,kitti360:0002_p3,transfer_3,1234,24
0002_query_0000013586,kitti360:0002_p3,isotropic,1235,6
0002_query_0000013586,kitti360:0002_p3,transfer_3,1235,20
0002_query_0000013586,kitti360:0002_p3,isotropic,1236,10
0002_query_0000013586,kitti360:0002_p3,transfer_3,1236,11
0002_query_0000013593,kitti360:0002_p3,isotropic,1234,275
0002_query_0000013593,kitti360:0002_p3,transfer_3,1234,216
0002_query_0000013593,kitti360:0002_p3,isotropic,1235,241
0002_query_0000013593,kitti360:0002_p3,transfer_3,1235,211
0002_query_0000013593,kitti360:0002_p3,isotropic,1236,274
0002_query_0000013593,kitti360:0002_p3,transfer_3,1236,286
0002_query_0000013600,kitti360:0002_p3,isotropic,1234,5
0002_query_0000013600,kitti360:0002_p3,transfer_3,1234,7
0002_query_0000013600,kitti360:0002_p3,isotropic,1235,3
0002_query_0000013600,kitti360:0002_p3,transfer_3,1235,4
0002_query_0000013600,kitti360:0002_p3,isotropic,1236,4
0002_query_0000013600,kitti360:0002_p3,transfer_3,1236,31
0002_query_0000013606,kitti360:0002_p3,isotropic,1234,19
0002_query_0000013606,kitti360:0002_p3,transfer_3,1234,46
0002_query_0000013606,kitti360:0002_p3,isotropic,1235,25
0002_query_0000013606,kitti360:0002_p3,transfer_3,1235,33
0002_query_0000013606,kitti360:0002_p3,isotropic,1236,21
0002_query_0000013606,kitti360:0002_p3,transfer_3,1236,45
0002_query_0000013612,kitti360:0002_p3,isotropic,1234,2
0002_query_0000013612,kitti360:0002_p3,transfer_3,1234,10
0002_query_0000013612,kitti360:0002_p3,isotropic,1235,3
0002_query_0000013612,kitti360:0002_p3,transfer_3,1235,13
0002_query_0000013612,kitti360:0002_p3,isotropic,1236,3
0002_query_0000013612,kitti360:0002_p3,transfer_3,1236,4
0002_query_0000013618,kitti360:0002_p3,isotropic,1234,4
0002_query_0000013618,kitti360:0002_p3,transfer_3,1234,25
0002_query_0000013618,kitti360:0002_p3,isotropic,1235,4
0002_query_0000013618,kitti360:0002_p3,transfer_3,1235,30
0002_query_0000013618,kitti360:0002_p3,isotropic,1236,4
0002_query_0000013618,kitti360:0002_p3,transfer_3,1236,133
0002_query_0000013624,kitti360:0002_p3,isotropic,1234,15
0002_query_0000013624,kitti360:0002_p3,transfer_3,1234,52
0002_query_0000013624,kitti360:0002_p3,isotropic,1235,17
0002_query_0000013624,kitti360:0002_p3,transfer_3,1235,66
0002_query_0000013624,kitti360:0002_p3,isotropic,1236,16
0002_query_0000013624,kitti360:0002_p3,transfer_3,1236,34
0002_query_0000013629,kitti360:0002_p3,isotropic,1234,38
0002_query_0000013629,kitti360:0002_p3,transfer_3,1234,99
0002_query_0000013629,kitti360:0002_p3,isotropic,1235,30
0002_query_0000013629,kitti360:0002_p3,transfer_3,1235,110
0002_query_0000013629,kitti360:0002_p3,isotropic,1236,32
0002_query_0000013629,kitti360:0002_p3,transfer_3,1236,117
0002_query_0000013634,kitti360:0002_p3,isotropic,1234,149
0002_query_0000013634,kitti360:0002_p3,transfer_3,1234,273
0002_query_0000013634,kitti360:0002_p3,isotropic,1235,174
0002_query_0000013634,kitti360:0002_p3,transfer_3,1235,153
0002_query_0000013634,kitti360:0002_p3,isotropic,1236,202
0002_query_0000013634,kitti360:0002_p3,transfer_3,1236,138
0002_query_0000013639,kitti360:0002_p3,isotropic,1234,6
0002_query_0000013639,kitti360:0002_p3,transfer_3,1234,239
0002_query_0000013639,kitti360:0002_p3,isotropic,1235,7
0002_query_0000013639,kitti360:0002_p3,transfer_3,1235,252
0002_query_0000013639,kitti360:0002_p3,isotropic,1236,9
0002_query_0000013639,kitti360:0002_p3,transfer_3,1236,311
0002_query_0000013644,kitti360:0002_p3,isotropic,1234,23
0002_query_0000013644,kitti360:0002_p3,transfer_3,1234,38
0002_query_0000013644,kitti360:0002_p3,isotropic,1235,29
0002_query_0000013644,kitti360:0002_p3,transfer_3,1235,43
0002_query_0000013644,kitti360:0002_p3,isotropic,1236,24
0002_query_0000013644,kitti360:0002_p3,transfer_3,1236,99
0002_query_0000013650,kitti360:0002_p3,isotropic,1234,23
0002_query_0000013650,kitti360:0002_p3,transfer_3,1234,19
0002_query_0000013650,kitti360:0002_p3,isotropic,1235,14
0002_query_0000013650,kitti360:0002_p3,transfer_3,1235,27
0002_query_0000013650,kitti360:0002_p3,isotropic,1236,16
0002_query_0000013650,kitti360:0002_p3,transfer_3,1236,24
0002_query_0000013656,kitti360:0002_p3,isotropic,1234,16
0002_query_0000013656,kitti360:0002_p3,transfer_3,1234,7
0002_query_0000013656,kitti360:0002_p3,isotropic,1235,11
0002_query_0000013656,kitti360:0002_p3,transfer_3,1235,6
0002_query_0000013656,kitti360:0002_p3,isotropic,1236,13
0002_query_0000013656,kitti360:0002_p3,transfer_3,1236,6
0002_query_0000013662,kitti360:0002_p3,isotropic,1234,12
0002_query_0000013662,kitti360:0002_p3,transfer_3,1234,5
0002_query_0000013662,kitti360:0002_p3,isotropic,1235,16
0002_query_0000013662,kitti360:0002_p3,transfer_3,1235,1
0002_query_0000013662,kitti360:0002_p3,isotropic,1236,14
0002_query_0000013662,kitti360:0002_p3,transfer_3,1236,2
0002_query_0000013668,kitti360:0002_p3,isotropic,1234,1
0002_query_0000013668,kitti360:0002_p3,transfer_3,1234,20
0002_query_0000013668,kitti360:0002_p3,isotropic,1235,1
0002_query_0000013668,kitti360:0002_p3,transfer_3,1235,29
0002_query_0000013668,kitti360:0002_p3,isotropic,1236,1
0002_query_0000013668,kitti360:0002_p3,transfer_3,1236,17
0002_query_0000013674,kitti360:0002_p3,isotropic,1234,15
0002_query_0000013674,kitti360:0002_p3,transfer_3,1234,1
0002_query_0000013674,kitti360:0002_p3,isotropic,1235,25
0002_query_0000013674,kitti360:0002_p3,transfer_3,1235,1
0002_query_0000013674,kitti360:0002_p3,isotropic,1236,26
0002_query_0000013674,kitti360:0002_p3,transfer_3,1236,3
0002_query_0000015334,kitti360:0002_p4,isotropic,1234,139
0002_query_0000015334,kitti360:0002_p4,transfer_3,1234,67
0002_query_0000015334,kitti360:0002_p4,isotropic,1235,108
0002_query_0000015334,kitti360:0002_p4,transfer_3,1235,169
0002_query_0000015334,kitti360:0002_p4,isotropic,1236,113
0002_query_0000015334,kitti360:0002_p4,transfer_3,1236,112
0002_query_0000015340,kitti360:0002_p4,isotropic,1234,53
0002_query_0000015340,kitti360:0002_p4,transfer_3,1234,11
0002_query_0000015340,kitti360:0002_p4,isotropic,1235,78
0002_query_0000015340,kitti360:0002_p4,transfer_3,1235,15
0002_query_0000015340,kitti360:0002_p4,isotropic,1236,101
0002_query_0000015340,kitti360:0002_p4,transfer_3,1236,45
0002_query_0000015346,kitti360:0002_p4,isotropic,1234,2
0002_query_0000015346,kitti360:0002_p4,transfer_3,1234,28
0002_query_0000015346,kitti360:0002_p4,isotropic,1235,2
0002_query_0000015346,kitti360:0002_p4,transfer_3,1235,19
0002_query_0000015346,kitti360:0002_p4,isotropic,1236,8
0002_query_0000015346,kitti360:0002_p4,transfer_3,1236,29
0002_query_0000015352,kitti360:0002_p4,isotropic,1234,272
0002_query_0000015352,kitti360:0002_p4,transfer_3,1234,326
0002_query_0000015352,kitti360:0002_p4,isotropic,1235,189
0002_query_0000015352,kitti360:0002_p4,transfer_3,1235,459
0002_query_0000015352,kitti360:0002_p4,isotropic,1236,169
0002_query_0000015352,kitti360:0002_p4,transfer_3,1236,690
0002_query_0000015358,kitti360:0002_p4,isotropic,1234,144
0002_query_0000015358,kitti360:0002_p4,transfer_3,1234,137
0002_query_0000015358,kitti360:0002_p4,isotropic,1235,165
0002_query_0000015358,kitti360:0002_p4,transfer_3,1235,84
0002_query_0000015358,kitti360:0002_p4,isotropic,1236,147
0002_query_0000015358,kitti360:0002_p4,transfer_3,1236,115
0002_query_0000015364,kitti360:0002_p4,isotropic,1234,201
0002_query_0000015364,kitti360:0002_p4,transfer_3,1234,472
0002_query_0000015364,kitti360:0002_p4,isotropic,1235,170
0002_query_0000015364,kitti360:0002_p4,transfer_3,1235,256
0002_query_0000015364,kitti360:0002_p4,isotropic,1236,223
0002_query_0000015364,kitti360:0002_p4,transfer_3,1236,284
0002_query_0000015370,kitti360:0002_p4,isotropic,1234,243
0002_query_0000015370,kitti360:0002_p4,transfer_3,1234,551
0002_query_0000015370,kitti360:0002_p4,isotropic,1235,304
0002_query_0000015370,kitti360:0002_p4,transfer_3,1235,375
0002_query_0000015370,kitti360:0002_p4,isotropic,1236,279
0002_query_0000015370,kitti360:0002_p4,transfer_3,1236,299
0002_query_0000014392,kitti360:0002_p5,isotropic,1234,62
0002_query_0000014392,kitti360:0002_p5,transfer_3,1234,19
0002_query_0000014392,kitti360:0002_p5,isotropic,1235,65
0002_query_0000014392,kitti360:0002_p5,transfer_3,1235,26
0002_query_0000014392,kitti360:0002_p5,isotropic,1236,70
0002_query_0000014392,kitti360:0002_p5,transfer_3,1236,43
0002_query_0000014398,kitti360:0002_p5,isotropic,1234,128
0002_query_0000014398,kitti360:0002_p5,transfer_3,1234,7
0002_query_0000014398,kitti360:0002_p5,isotropic,1235,122
0002_query_0000014398,kitti360:0002_p5,transfer_3,1235,41
0002_query_0000014398,kitti360:0002_p5,isotropic,1236,145
0002_query_0000014398,kitti360:0002_p5,transfer_3,1236,11
0002_query_0000014404,kitti360:0002_p5,isotropic,1234,98
0002_query_0000014404,kitti360:0002_p5,transfer_3,1234,28
0002_query_0000014404,kitti360:0002_p5,isotropic,1235,95
0002_query_0000014404,kitti360:0002_p5,transfer_3,1235,50
0002_query_0000014404,kitti360:0002_p5,isotropic,1236,102
0002_query_0000014404,kitti360:0002_p5,transfer_3,1236,39
0002_query_0000014410,kitti360:0002_p5,isotropic,1234,79
0002_query_0000014410,kitti360:0002_p5,transfer_3,1234,9
0002_query_0000014410,kitti360:0002_p5,isotropic,1235,79
0002_query_0000014410,kitti360:0002_p5,transfer_3,1235,11
0002_query_0000014410,kitti360:0002_p5,isotropic,1236,64
0002_query_0000014410,kitti360:0002_p5,transfer_3,1236,13
0002_query_0000014416,kitti360:0002_p5,isotropic,1234,13
0002_query_0000014416,kitti360:0002_p5,transfer_3,1234,2
0002_query_0000014416,kitti360:0002_p5,isotropic,1235,11
0002_query_0000014416,kitti360:0002_p5,transfer_3,1235,2
0002_query_0000014416,kitti360:0002_p5,isotropic,1236,21
0002_query_0000014416,kitti360:0002_p5,transfer_3,1236,1
0002_query_0000014421,kitti360:0002_p5,isotropic,1234,53
0002_query_0000014421,kitti360:0002_p5,transfer_3,1234,3
0002_query_0000014421,kitti360:0002_p5,isotropic,1235,52
0002_query_0000014421,kitti360:0002_p5,transfer_3,1235,5
0002_query_0000014421,kitti360:0002_p5,isotropic,1236,69
0002_query_0000014421,kitti360:0002_p5,transfer_3,1236,4
0002_query_0000014426,kitti360:0002_p5,isotropic,1234,97
0002_query_0000014426,kitti360:0002_p5,transfer_3,1234,43
0002_query_0000014426,kitti360:0002_p5,isotropic,1235,95
0002_query_0000014426,kitti360:0002_p5,transfer_3,1235,11
0002_query_0000014426,kitti360:0002_p5,isotropic,1236,85
0002_query_0000014426,kitti360:0002_p5,transfer_3,1236,15
0002_query_0000014431,kitti360:0002_p5,isotropic,1234,70
0002_query_0000014431,kitti360:0002_p5,transfer_3,1234,63
0002_query_0000014431,kitti360:0002_p5,isotropic,1235,77
0002_query_0000014431,kitti360:0002_p5,transfer_3,1235,48
0002_query_0000014431,kitti360:0002_p5,isotropic,1236,72
0002_query_0000014431,kitti360:0002_p5,transfer_3,1236,76
0002_query_0000014436,kitti360:0002_p5,isotropic,1234,30
0002_query_0000014436,kitti360:0002_p5,transfer_3,1234,16
0002_query_0000014436,kitti360:0002_p5,isotropic,1235,31
0002_query_0000014436,kitti360:0002_p5,transfer_3,1235,25
0002_query_0000014436,kitti360:0002_p5,isotropic,1236,27
0002_query_0000014436,kitti360:0002_p5,transfer_3,1236,29
0002_query_0000014441,kitti360:0002_p5,isotropic,1234,54
0002_query_0000014441,kitti360:0002_p5,transfer_3,1234,155
0002_query_0000014441,kitti360:0002_p5,isotropic,1235,30
0002_query_0000014441,kitti360:0002_p5,transfer_3,1235,52
0002_query_0000014441,kitti360:0002_p5,isotropic,1236,37
0002_query_0000014441,kitti360:0002_p5,transfer_3,1236,96
0002_query_0000014446,kitti360:0002_p5,isotropic,1234,27
0002_query_0000014446,kitti360:0002_p5,transfer_3,1234,12
0002_query_0000014446,kitti360:0002_p5,isotropic,1235,23
0002_query_0000014446,kitti360:0002_p5,transfer_3,1235,25
0002_query_0000014446,kitti360:0002_p5,isotropic,1236,12
0002_query_0000014446,kitti360:0002_p5,transfer_3,1236,4
0002_query_0000014451,kitti360:0002_p5,isotropic,1234,9
0002_query_0000014451,kitti360:0002_p5,transfer_3,1234,3
0002_query_0000014451,kitti360:0002_p5,isotropic,1235,6
0002_query_0000014451,kitti360:0002_p5,transfer_3,1235,5
0002_query_0000014451,kitti360:0002_p5,isotropic,1236,7
0002_query_0000014451,kitti360:0002_p5,transfer_3,1236,8
0002_query_0000014456,kitti360:0002_p5,isotropic,1234,40
0002_query_0000014456,kitti360:0002_p5,transfer_3,1234,4
0002_query_0000014456,kitti360:0002_p5,isotropic,1235,40
0002_query_0000014456,kitti360:0002_p5,transfer_3,1235,2
0002_query_0000014456,kitti360:0002_p5,isotropic,1236,35
0002_query_0000014456,kitti360:0002_p5,transfer_3,1236,4
0002_query_0000014461,kitti360:0002_p5,isotropic,1234,123
0002_query_0000014461,kitti360:0002_p5,transfer_3,1234,177
0002_query_0000014461,kitti360:0002_p5,isotropic,1235,127
0002_query_0000014461,kitti360:0002_p5,transfer_3,1235,116
0002_query_0000014461,kitti360:0002_p5,isotropic,1236,123
0002_query_0000014461,kitti360:0002_p5,transfer_3,1236,104
0002_query_0000014466,kitti360:0002_p5,isotropic,1234,36
0002_query_0000014466,kitti360:0002_p5,transfer_3,1234,3
0002_query_0000014466,kitti360:0002_p5,isotropic,1235,62
0002_query_0000014466,kitti360:0002_p5,transfer_3,1235,3
0002_query_0000014466,kitti360:0002_p5,isotropic,1236,40
0002_query_0000014466,kitti360:0002_p5,transfer_3,1236,1
0002_query_0000014471,kitti360:0002_p5,isotropic,1234,149
0002_query_0000014471,kitti360:0002_p5,transfer_3,1234,125
0002_query_0000014471,kitti360:0002_p5,isotropic,1235,147
0002_query_0000014471,kitti360:0002_p5,transfer_3,1235,57
0002_query_0000014471,kitti360:0002_p5,isotropic,1236,135
0002_query_0000014471,kitti360:0002_p5,transfer_3,1236,159
0002_query_0000014476,kitti360:0002_p5,isotropic,1234,55
0002_query_0000014476,kitti360:0002_p5,transfer_3,1234,15
0002_query_0000014476,kitti360:0002_p5,isotropic,1235,47
0002_query_0000014476,kitti360:0002_p5,transfer_3,1235,12
0002_query_0000014476,kitti360:0002_p5,isotropic,1236,46
0002_query_0000014476,kitti360:0002_p5,transfer_3,1236,16
0002_query_0000014481,kitti360:0002_p5,isotropic,1234,126
0002_query_0000014481,kitti360:0002_p5,transfer_3,1234,32
0002_query_0000014481,kitti360:0002_p5,isotropic,1235,110
0002_query_0000014481,kitti360:0002_p5,transfer_3,1235,26
0002_query_0000014481,kitti360:0002_p5,isotropic,1236,116
0002_query_0000014481,kitti360:0002_p5,transfer_3,1236,29
0002_query_0000014486,kitti360:0002_p5,isotropic,1234,89
0002_query_0000014486,kitti360:0002_p5,transfer_3,1234,17
0002_query_0000014486,kitti360:0002_p5,isotropic,1235,109
0002_query_0000014486,kitti360:0002_p5,transfer_3,1235,30
0002_query_0000014486,kitti360:0002_p5,isotropic,1236,114
0002_query_0000014486,kitti360:0002_p5,transfer_3,1236,16
0002_query_0000018025,kitti360:0002_p6,isotropic,1234,258
0002_query_0000018025,kitti360:0002_p6,transfer_3,1234,511
0002_query_0000018025,kitti360:0002_p6,isotropic,1235,216
0002_query_0000018025,kitti360:0002_p6,transfer_3,1235,366
0002_query_0000018025,kitti360:0002_p6,isotropic,1236,259
0002_query_0000018025,kitti360:0002_p6,transfer_3,1236,183
0002_query_0000018042,kitti360:0002_p6,isotropic,1234,22
0002_query_0000018042,kitti360:0002_p6,transfer_3,1234,148
0002_query_0000018042,kitti360:0002_p6,isotropic,1235,35
0002_query_0000018042,kitti360:0002_p6,transfer_3,1235,56
0002_query_0000018042,kitti360:0002_p6,isotropic,1236,60
0002_query_0000018042,kitti360:0002_p6,transfer_3,1236,66
0002_query_0000018065,kitti360:0002_p6,isotropic,1234,9
0002_query_0000018065,kitti360:0002_p6,transfer_3,1234,1
0002_query_0000018065,kitti360:0002_p6,isotropic,1235,9
0002_query_0000018065,kitti360:0002_p6,transfer_3,1235,3
0002_query_0000018065,kitti360:0002_p6,isotropic,1236,9
0002_query_0000018065,kitti360:0002_p6,transfer_3,1236,2
0002_query_0000018080,kitti360:0002_p6,isotropic,1234,25
0002_query_0000018080,kitti360:0002_p6,transfer_3,1234,536
0002_query_0000018080,kitti360:0002_p6,isotropic,1235,24
0002_query_0000018080,kitti360:0002_p6,transfer_3,1235,816
0002_query_0000018080,kitti360:0002_p6,isotropic,1236,23
0002_query_0000018080,kitti360:0002_p6,transfer_3,1236,392
0002_query_0000018091,kitti360:0002_p6,isotropic,1234,49
0002_query_0000018091,kitti360:0002_p6,transfer_3,1234,145
0002_query_0000018091,kitti360:0002_p6,isotropic,1235,48
0002_query_0000018091,kitti360:0002_p6,transfer_3,1235,142
0002_query_0000018091,kitti360:0002_p6,isotropic,1236,51
0002_query_0000018091,kitti360:0002_p6,transfer_3,1236,143
0002_query_0000017324,kitti360:0002_p7,isotropic,1234,163
0002_query_0000017324,kitti360:0002_p7,transfer_3,1234,118
0002_query_0000017324,kitti360:0002_p7,isotropic,1235,134
0002_query_0000017324,kitti360:0002_p7,transfer_3,1235,70
0002_query_0000017324,kitti360:0002_p7,isotropic,1236,138
0002_query_0000017324,kitti360:0002_p7,transfer_3,1236,39
0002_query_0000017334,kitti360:0002_p7,isotropic,1234,35
0002_query_0000017334,kitti360:0002_p7,transfer_3,1234,12
0002_query_0000017334,kitti360:0002_p7,isotropic,1235,37
0002_query_0000017334,kitti360:0002_p7,transfer_3,1235,5
0002_query_0000017334,kitti360:0002_p7,isotropic,1236,48
0002_query_0000017334,kitti360:0002_p7,transfer_3,1236,11
0002_query_0000017348,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017348,kitti360:0002_p7,transfer_3,1234,2
0002_query_0000017348,kitti360:0002_p7,isotropic,1235,1
0002_query_0000017348,kitti360:0002_p7,transfer_3,1235,1
0002_query_0000017348,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017348,kitti360:0002_p7,transfer_3,1236,1
0002_query_0000017361,kitti360:0002_p7,isotropic,1234,2
0002_query_0000017361,kitti360:0002_p7,transfer_3,1234,2
0002_query_0000017361,kitti360:0002_p7,isotropic,1235,4
0002_query_0000017361,kitti360:0002_p7,transfer_3,1235,2
0002_query_0000017361,kitti360:0002_p7,isotropic,1236,2
0002_query_0000017361,kitti360:0002_p7,transfer_3,1236,2
0002_query_0000017371,kitti360:0002_p7,isotropic,1234,13
0002_query_0000017371,kitti360:0002_p7,transfer_3,1234,27
0002_query_0000017371,kitti360:0002_p7,isotropic,1235,14
0002_query_0000017371,kitti360:0002_p7,transfer_3,1235,19
0002_query_0000017371,kitti360:0002_p7,isotropic,1236,8
0002_query_0000017371,kitti360:0002_p7,transfer_3,1236,20
0002_query_0000017379,kitti360:0002_p7,isotropic,1234,14
0002_query_0000017379,kitti360:0002_p7,transfer_3,1234,25
0002_query_0000017379,kitti360:0002_p7,isotropic,1235,16
0002_query_0000017379,kitti360:0002_p7,transfer_3,1235,34
0002_query_0000017379,kitti360:0002_p7,isotropic,1236,9
0002_query_0000017379,kitti360:0002_p7,transfer_3,1236,22
0002_query_0000017386,kitti360:0002_p7,isotropic,1234,47
0002_query_0000017386,kitti360:0002_p7,transfer_3,1234,32
0002_query_0000017386,kitti360:0002_p7,isotropic,1235,58
0002_query_0000017386,kitti360:0002_p7,transfer_3,1235,24
0002_query_0000017386,kitti360:0002_p7,isotropic,1236,50
0002_query_0000017386,kitti360:0002_p7,transfer_3,1236,34
0002_query_0000017393,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017393,kitti360:0002_p7,transfer_3,1234,3
0002_query_0000017393,kitti360:0002_p7,isotropic,1235,1
0002_query_0000017393,kitti360:0002_p7,transfer_3,1235,3
0002_query_0000017393,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017393,kitti360:0002_p7,transfer_3,1236,5
0002_query_0000017400,kitti360:0002_p7,isotropic,1234,232
0002_query_0000017400,kitti360:0002_p7,transfer_3,1234,93
0002_query_0000017400,kitti360:0002_p7,isotropic,1235,200
0002_query_0000017400,kitti360:0002_p7,transfer_3,1235,118
0002_query_0000017400,kitti360:0002_p7,isotropic,1236,220
0002_query_0000017400,kitti360:0002_p7,transfer_3,1236,143
0002_query_0000017407,kitti360:0002_p7,isotropic,1234,2
0002_query_0000017407,kitti360:0002_p7,transfer_3,1234,1
0002_query_0000017407,kitti360:0002_p7,isotropic,1235,3
0002_query_0000017407,kitti360:0002_p7,transfer_3,1235,3
0002_query_0000017407,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017407,kitti360:0002_p7,transfer_3,1236,2
0002_query_0000017413,kitti360:0002_p7,isotropic,1234,2
0002_query_0000017413,kitti360:0002_p7,transfer_3,1234,3
0002_query_0000017413,kitti360:0002_p7,isotropic,1235,2
0002_query_0000017413,kitti360:0002_p7,transfer_3,1235,2
0002_query_0000017413,kitti360:0002_p7,isotropic,1236,2
0002_query_0000017413,kitti360:0002_p7,transfer_3,1236,1
0002_query_0000017419,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017419,kitti360:0002_p7,transfer_3,1234,24
0002_query_0000017419,kitti360:0002_p7,isotropic,1235,1
0002_query_0000017419,kitti360:0002_p7,transfer_3,1235,27
0002_query_0000017419,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017419,kitti360:0002_p7,transfer_3,1236,34
0002_query_0000017425,kitti360:0002_p7,isotropic,1234,70
0002_query_0000017425,kitti360:0002_p7,transfer_3,1234,16
0002_query_0000017425,kitti360:0002_p7,isotropic,1235,82
0002_query_0000017425,kitti360:0002_p7,transfer_3,1235,14
0002_query_0000017425,kitti360:0002_p7,isotropic,1236,92
0002_query_0000017425,kitti360:0002_p7,transfer_3,1236,36
0002_query_0000017431,kitti360:0002_p7,isotropic,1234,61
0002_query_0000017431,kitti360:0002_p7,transfer_3,1234,31
0002_query_0000017431,kitti360:0002_p7,isotropic,1235,52
0002_query_0000017431,kitti360:0002_p7,transfer_3,1235,31
0002_query_0000017431,kitti360:0002_p7,isotropic,1236,37
0002_query_0000017431,kitti360:0002_p7,transfer_3,1236,53
0002_query_0000017437,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017437,kitti360:0002_p7,transfer_3,1234,6
0002_query_0000017437,kitti360:0002_p7,isotropic,1235,1
0002_query_0000017437,kitti360:0002_p7,transfer_3,1235,7
0002_query_0000017437,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017437,kitti360:0002_p7,transfer_3,1236,5
0002_query_0000017443,kitti360:0002_p7,isotropic,1234,4
0002_query_0000017443,kitti360:0002_p7,transfer_3,1234,4
0002_query_0000017443,kitti360:0002_p7,isotropic,1235,4
0002_query_0000017443,kitti360:0002_p7,transfer_3,1235,13
0002_query_0000017443,kitti360:0002_p7,isotropic,1236,4
0002_query_0000017443,kitti360:0002_p7,transfer_3,1236,9
0002_query_0000017449,kitti360:0002_p7,isotropic,1234,5
0002_query_0000017449,kitti360:0002_p7,transfer_3,1234,8
0002_query_0000017449,kitti360:0002_p7,isotropic,1235,7
0002_query_0000017449,kitti360:0002_p7,transfer_3,1235,5
0002_query_0000017449,kitti360:0002_p7,isotropic,1236,8
0002_query_0000017449,kitti360:0002_p7,transfer_3,1236,8
0002_query_0000017455,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017455,kitti360:0002_p7,transfer_3,1234,1
0002_query_0000017455,kitti360:0002_p7,isotropic,1235,1
